tweet,country,state,city,street,geolocation_type,lat,lon
TLEA Tokyo Antioch Church 1st https://t.co/4vRghMECKI @YouTubeより The Light of Eternal Agape（TLEA） Tokyo Antioch Church（English）＜1st＞ worship Service 09:00〜、2022.11.13 ZEKEHAN CRUMBS 😭 https://t.co/I1UQYQ0LSN,Japan,,Tokyo,,explicit,35.6821936,139.762221
"At Johnson Arena in Jeffersonville tonight for my So. Indiana H.S. athletics media business, Southern Indiana Preps. @JeffHS_GBB (5-2) hosts 4A No. 4 Bedford North Lawrence (5-0). It's the #HoosierHillsConference opener for both. @JeffHS_AD @teamhoopsdotcom @indsportstalk https://t.co/BS3igojqnL",United States,Indiana,Jeffersonville,,explicit,38.2770227,-85.7371604
"Former #Clemson wide receiver Artavis Scott is shown here five years ago this week at the Senior Bowl in Mobile, Ala. https://t.co/daa7c1q2PL https://t.co/DhF9k1qV16",United States,Alabama,Mobile,,explicit,30.6913462,-88.0437509
Yellowstone the show made montana what it is. It was a shithole before hand lol,United States,Montana,,,implicit,47.3752671,-109.638757
"With the temperature still in the 90s in most of #Oakland at 5pm, #OFD Engine companies, MACRO personnel &amp; Emergency Management staff have supported community need today; water distribution and servicing of cooling and misting stations has kept 911 at relatively normal rates.",United States,California,Oakland,,explicit,37.8044557,-122.271356
"Stay classy, Boston https://t.co/3Sn0mtYRHA",United States,Massachusetts,Boston,,explicit,42.3554334,-71.060511
Cape Coral Fire Department Station 11 at sunset and it's 89 F.,United States,Florida,Cape Coral,,explicit,26.5625742,-81.9438802
LUNCH | DAY 2 vs. Auckland T Muller grabs 2 wickets and M Rae picks up 1 wicket to take control of Day 2 in Auckland.,New Zealand,,Auckland,,explicit,-36.852095,174.7631803
I definitely feel like Toronto woulda at least made 1 more finals if Kawhi stayed,Canada,,Toronto,,explicit,43.6534817,-79.3839347
Finally made it to Cleveland in spite of my car battery trying to hold me hostage in Columbus. About to pour myself a very large glass of wine &amp; get in the hot tub!,United States,Ohio,Cleveland,,explicit,41.4996574,-81.6936772
We were happy &amp; proud to join @ATDIreland members for their #AGM2022! #StrongerTogether to #EndPoverty &amp; #LeaveNoOneBehind! We express strong support 2 the #AddThe10th #ZeroDiscrimination campaign! https://t.co/Pot7HXJds8 @IrishRepCoE #CoEPresIRL @dfatirl @equineteurope @_IHREC,Ireland,,,,explicit,52.865196,-7.9794599
Let’s make this drive to Arkansas den.,United States,Arkansas,,,explicit,35.2048883,-92.4479108
Will the U.S. invade Texas 🤔 Good luck with that 🤭 ❤️🤍💙 https://t.co/XFoUyzDUxQ,United States,Texas,,,explicit,31.2638905,-98.5456116
Planning my trip to Myrtle Beach- staying at Captain's Quarters Resort. For friends who travel: https://t.co/R2cUjj9AOa @CQResortMB,United States,South Carolina,Myrtle Beach,,explicit,33.6956461,-78.8900409
I unfortunately couldn’t make it to Dallas…but let’s watch Mania together! Most likely it will be ASMR style cuz my voice is gone lol https://t.co/cqlPEzww8I https://t.co/zRElqyI4Hh,United States,Texas,Dallas,,explicit,32.7762719,-96.7968559
"#Repost @NBCNewYork Next year’s Tony Awards are getting a new home! The ceremony will be held June 11 at the United Palace in Washington Heights. The venue is Manhattan’s 4th largest theater and hosts concerts, movie premieres, film shoots and other events. #tonyawards https://t.co/r2VolDE0ng",United States,New York,New York,United Palace,explicit,40.8465626,-73.9381268
Antonio Stranges is a human highlight reel @LondonKnights @DallasStars #TexasHockey  https://t.co/1PZgjkgkIz,United Kingdom,,London,,explicit,51.4893335,-0.1440550845276872
"2 dubs in a row at Petco park with the Tony Gwynn shirsey, keeping a good thing going for the next game.",United States,California,San Diego,Petco Park,explicit,32.70718815,-117.15687730689476
I RENTED A CARPET CLEANER FROM HOME DEPOT FOR 4 HOURS AND GOT IT IN 3 HOURS AND 59 MINUTES IN LETS FUCKING GOOOOOO https://t.co/Y07F6EuZDW,United States,,,Home Depot,explicit,37.2484976,-121.86297813577671
@Disneyland whichever cast member was Jack Sparrow on Thursday at 4PM please PLEASE hit my line. i may live across the country but like do you wanna go on a date 👉🏻👈🏻,United States,California,Anaheim,Disneyland,explicit,33.813651199999995,-117.91973507032726
"Yesterday, I presented over 133,000 comments in support of EPA Methane Standards from pro-life Christians. They understand the creation care is a matter of life, especially for our kids, both born & unborn. #CutMethane https://t.co/p9AjgQaJ48",United States,,,EPA,explicit,46.8385836,-92.00281113773931
"President Joe Biden visited severely damaged regions of Kentucky, where he met with Kentucky @GovAndyBeshear to survey the destruction caused by devastating flash #Floods. 🔵 WATCH HERE👉https://t.co/xlsIatASvS https://t.co/qas5Y9dgIW",United States,Kentucky,,,explicit,37.5726028,-85.1551411
"neighborhoods in #Gainesville , #AlachuaCounty receive antisemitic flyers https://t.co/xdw59xubfy",United States,Florida,Gainesville,,explicit,29.6519684,-82.3249846
Adopt Belle Star and Chive from Metro Animal Care and Control @NashAnimalCare in Nashville open daily from 12PM to 4PM for adoptions!💖🐾 https://t.co/MjaIU4xq1o,United States,Tennessee,Nashville,,explicit,36.1622767,-86.7742984
"Just watched nwh for the second time. Aunt May is too beautiful man #BB24 4:56pm BBT In the KT, Terrance tells Joseph, Monte, Kyle, Daniel and Taylor about driving his 4x4 in the snow in Chicago. In Chicago, until the snow is cleared they go 6 lanes wide on a 4 lane highway.",United States,Illinois,Chicago,,explicit,41.8755616,-87.6244212
I have bad news for Gerrit Cole regarding New York weather conditions in late October,USA,New York,,,implicit,40.7127281,-74.0060152
Super excited that something i hoped would happen actually DID #coach #MikeMcDaniel #MiamiDolphins #finsup,USA,Florida,Miami,,implicit,25.7741728,-80.19362
Altercation between two brothers leads to a stabbing at a Baldwin Park Apartment Complex Wednesday https://t.co/vaB7cGqBY7 https://t.co/sCMk398NjQ,USA,,Baldwin Park,,explicit,34.0854739,-117.9611761
Glenwood Cruises To Regional Title Win Over Jacksonville https://t.co/ndEIKPx8mv https://t.co/aQ6tw6mBX0,USA,,Jacksonville,,explicit,30.3321838,-81.655651
Naked buckeyes (this will make all Ohio ppl very uncomfortable) https://t.co/wwr8CLtkj1,USA,Ohio,,,implicit,40.2253569,-82.6881395
"Los Angeles city employees beauty contest, December 1960 https://t.co/s8mIlLJSod",USA,California,Los Angeles,,explicit,34.0536909,-118.242766
"Cannot wait to be back in Fort Lauderdale. @IMPACTWRESTLING presents WINTER WARFARE, 2 night show (Friday Dec 9 & Saturday Dec10) at the #CharlesDodgeCenter in #PembrokePines. Super excited to see everyone! 💝🫰🏼 Get your tickets: https://t.co/Mu3JKLAXDb https://t.co/Yov0KKbek0",USA,Florida,Fort Lauderdale,,explicit,26.1223084,-80.1433786
Another Maryland driver tried to parallel park in the city. https://t.co/rZmP3KbMug,USA,Maryland,,,implicit,39.5162401,-76.9382069
🎈5 years at @KREM2!!! Wow! I am so grateful for @GleasonIronman believing in me and the potiential I had to grow as a reporter here! I work with a truly talented team.😊 I love #Spokane and look forward to telling more stories that impact our community. ♥️ https://t.co/SW4rUJH8iY,USA,Washington,Spokane,,explicit,47.6571934,-117.42351
"Thank you Alberta! Your support means so much, each of you is helping to build a better future! #AbLeg",Canada,Alberta,,,explicit,55.001251,-115.002136
The latest The Pattaya Daily! https://t.co/O7VL5Ph13n Thanks to @WWPCNetwork @ParentSecurity @TodayPattaya #thailand #pattaya,Thailand,,Pattaya,,explicit,12.9366924,100.8865002
I hope they don’t hunt and kill the shark #sydney #SharkAttack,Australia,,Sydney,,explicit,-33.8698439,151.2082848
"At 5:20 PM EDT, 5 E Kennedy Space Cente [Brevard Co, FL] OTHER FEDERAL reports NON-TSTM WND GST of M47 MPH. USAF TOWER KSC-1101 MEASURES WIND GUST OF 41KT/47MPH FROM THE WEST https://t.co/UwCU8V5H5v",USA,Florida,Kennedy Space Center,,explicit,28.524279550000003,-80.68185579912377
Important Cynical old me wonders if announcing the raising of correctional security officers pay to $23.50/hr. Is designed to do 2 things: 1) Boost a concerned campaign and 2) Deflect attention from the decision to spend hundreds of thousands of dollars to disrespect South Dakota educators,USA,South Dakota,,,explicit,44.6471761,-100.348761
"Final: Oregon State WBB 69, No. 22 Colorado 66 in OT. #cubuffs drop their 2nd in a row, falling to 13-2, 2-2 Pac-12",USA,Oregon,,,explicit,43.9792797,-120.737257
"Double 🌈 here in Lindsay, ON 🇨🇦 and the one on the left is super clear https://t.co/I2VVQDp2Th",Canada,Ontario,Lindsay,,explicit,44.3551266,-78.7369939
"When you take a break to eat at one of your favorite breakfast spots @katfishandgrits, and you talk to MSNBC about about your plans to protect voting rights in Texas as it’s next Lieutenant Governor.! https://t.co/56QfkBtlsQ",USA,Texas,,,explicit,31.2638905,-98.5456116
06-25-2022 Organic Beauty – Best Digi Course Family and Kids The Most Popular Downloads and Information #FamilyandKids || Courtesy of Rick Kirkham Affordable Private In Home Tutoring Honolulu Hawaii Covering all of Oahu and Remotely for The Entire U.S.A.… https://t.co/27AG5vpnla,USA,Hawaii,Honolulu,,explicit,21.304547,-157.855676
"Saturday Night soccer in Gulf Shores, Alabama…..in the fog.  Pretty cool experience! https://t.co/z2k1MJDeG9",USA,Alabama,Gulf Shores,,explicit,30.2711224,-87.6893826
"Thursday, #Biden has 2 things on his public schedule, per WH: • Speech re: Bipartisan #Infrastructure Law – in #LosAngeles, California – at 11:15a Pacific • Participate in Democratic Congressional Campaign Cmte reception – in Los Angeles – at 7:45p No pressers. https://t.co/HBytt65Fie",USA,California,Los Angeles,,explicit,34.0536909,-118.242766
Freedom’s Academic Awards ceremony honored our students for a myriad of achievements in front of a packed house! @BasdFreedom @MrsAlozie @basdMarkSawicki @MrsMiranda210 @BASDSUPT @basdjacksilva @BethlehemAreaSD https://t.co/HXekzskHy7,USA,Pennsylvania,Bethlehem,,implicit,40.6178915,-75.3786521
"Next month: Dr Samuël Coghe joins us to discuss his new work - Population Politics in the Tropics: Demography, health and transimperialism in Colonial Angola (CUP 2022). Wed 6 April, 6-7pm Sydney / 10-11am Berlin / 9-10am London. All welcome! https://t.co/vFyZDiUge2",Australia,New South Wales,Sydney,,explicit,-33.8698439,151.2082848
Michigan State football gets commit from 4-star 2023 DL from Iowa https://t.co/GAiJWd1GDl,USA,Michigan,East Lansing,,explicit,42.7320307,-84.4721678
"#Transition • #Mali :: Support for #Health Structures The President of the Transition, @GoitaAssimi offers important health equipment to the Ministry of Health and Social Development to strengthen the technical platform of health structures | Friday, February 18, 2022 https://t.co/vCHFHarYQQ",Mali,,,,explicit,16.3700359,-2.2900239
The Left have shown far more respect for the flag of Ukraine than our own flag and National Anthem.,Ukraine,,,,explicit,49.4871968,31.2718321
"NCT DREAM will be performing on Music Bank in Chile this Saturday https://t.co/U1cmcrOeIz 🗓️ 221112, 8pm local time, or 🗓️ 221113, 8am KST 📍 The Estadio Monumental 📺 Broadcast on KBS 2TV in December #NCTDREAM @NCTsmtown_DREAM https://t.co/2v7y5SqHrk",Chile,,Santiago,,explicit,-33.4377756,-70.6504502
I’m going to Jamaica with my child and my man next week 😍,Jamaica,,,,explicit,18.1850507,-77.3947693
Rooting for the Mariners!!! Lets go Seattle!! ⚾️,USA,Washington,Seattle,,explicit,47.6038321,-122.330062
Lady Generals lead Sheridan 4-2 going to 3rd period in state tournament opener. Scored 4 goals in 2nd period #mtscores,USA,Montana,Sheridan,,explicit,48.7625919,-104.5154683
Congratulations to everybody at Roush Yates in two Daytona 500s in a row! So happy for those men and women. Everybody at Penske too. Congratulations!🏁,USA,,Daytona,,explicit,29.2108147,-81.0228331
"Winnipeg Challenger R2: The last Brit standing in singles here, top seed @Liambroady, has just started against (Q) Govind Nanda USA - *2-2 in the 1st set, live stream at https://t.co/voUYY0XFL9",Canada,,Winnipeg,,explicit,49.8955367,-97.1384584
"Congratulations to our Palatine and Fremd friends who had a great day at the IHSA 3A State Prelims today. Following athletes qualify to tomorrow's finals @PalatineXC: 4x8, Jhermari Mabry (SP and Discus), Jake Bostik (LJ) @Fremdtrack: Will Stewart 100, 200 Theo Cunningham in 800",USA,Illinois,Palatine,,explicit,42.1105779,-88.0336888
the ontario smash scene https://t.co/JDYKjRG4db,Canada,Ontario,,,explicit,50.000678,-86.000977
Texas this is goodbye… for now https://t.co/e0hHzEGTtE,USA,Texas,,,explicit,31.2638905,-98.5456116
We are underway in Nashville❗️ #UniteAndConquer | #NSHvATL https://t.co/d48OzSye7U,USA,Tennessee,Nashville,,explicit,36.1622767,-86.7742984
"Warm welcome home, Mintz! You look marvelous! Continue to heal! ❤️🥰🙅",USA,,Mintz,,explicit,34.8940591,-78.4772278
@TonyKhan please keep all out 2022 in chicago we have a 15 person airbnb booked please bro please bro im literally SHAKING,USA,Illinois,Chicago,,explicit,41.8755616,-87.6244212
Congratulations #TeamIndia 🇮🇳 for Winning The #Under19WorldCup2022. #ChakdeIndia https://t.co/JFSPvl9Khm,India,,,,explicit,22.3511148,78.6677428
Port Lands https://t.co/VtncLYKZQH,Canada,,Port Lands,,explicit,43.6430648,-79.3506012
"Hey @SCNFBplayers, you can watch former Stars @ben_furtney & Purdue take on Penn State at 7 on Fox, then watch @T_Nubin27 & Minnesota take on New Mexico State at 8 on the BTN!",USA,Minnesota,Minneapolis,,explicit,44.9772995,-93.2654692
"In Buhler tonight as the Crusaders host El Dorado. First up, the girls. Both teams searching for their first wins of the year, entering the contest both 0-6. #KSPreps @BHSLadyCruBB https://t.co/XqEEzk0Isn",USA,Kansas,Buhler,,explicit,38.1349736,-97.7716625
Dunedin legend,New Zealand,,Dunedin,,explicit,-45.8740984,170.5035755
"I'm at Sona in New York, NY https://t.co/UhjXMnbArQ",USA,New York,New York,,explicit,40.7127281,-74.0060152
Driving to Ballarat we saw a lot of the UAE billboards promising low interest rates for 5 years... my dad’s response... ‘they may as well promise every household a pig!’ He’s right.. ridiculous.🐷,Australia,,Ballarat,,explicit,-37.5623013,143.8605645
I got Navy vs Boston men's hoops tonight. Looks for my @capgaznews pix later. https://t.co/J8uh0lsEjO,USA,Massachusetts,Boston,,explicit,42.3554334,-71.060511
@LSaczak We stand with Ukraine! You have every right to post your views! I feel helpless like so many but we are with the people of Ukraine! 💔🇺🇦,Ukraine,,,,explicit,49.4871968,31.2718321
Sunset in New York. https://t.co/YpTrJzMe6A,USA,New York,New York,,explicit,40.7127281,-74.0060152
"Well, that didn’t quite go according to script. #Kadyrovites https://t.co/JJQ5CPJ3ZS",Russia,,Kadyrov,,explicit,59.85926485,30.15640162470418
"It’s late August, and fall is in the air — even if the weather forecast says otherwise! Thanks to @AlexandriaVA for including us among the art and culture festivals featured in their Top Things to Do This Fall: https://t.co/FWE6q1wb6g",USA,Virginia,Alexandria,,explicit,38.8051095,-77.0470229
What a game for the city of Jacksonville! #TaxSlayerGatorBowl,USA,Florida,Jacksonville,,explicit,30.3321838,-81.655651
I just received a contribution towards Austin Dildo by Bad Dragon® | Bad Dragon from cb_faoladh via Throne Gifts. Thank you! https://t.co/57RRQQPGnr #Wishlist #Throne https://t.co/qlzTEZOL37,USA,Texas,Austin,,explicit,30.2711286,-97.7436995
"FREE PEOPLE Marketing is thrilled to be working with Nathan MacKinnon on his Stanley Cup Parade! A very exciting day for his hockey fans, friends and family here in Nova Scotia! August 20, 12:00 noon in downtown Halifax.",Canada,Nova Scotia,Halifax,,explicit,44.648618,-63.5859487
"The Rams defeat the Upstate Eight Conference leaders South Elgin, 6-5. Great pitching by Missy, great D by Ally, timely hitting by Jackie. https://t.co/ZxzPkCcP2p",USA,Illinois,South Elgin,,explicit,41.9941938,-88.2922996
Happy Birthday to the biggest Male artiste Nigeria and Africa has ever produced. Happy Birthday wizkid🦅❤️,Nigeria,,,,explicit,9.6000359,7.9999721
"Scholarships through partnership between Unicaf,Kenya Healthcare Federation. https://t.co/e7QXrG1W3q",Kenya,,,,explicit,1.4419683,38.4313975
#KnoxvilleNationals https://t.co/6fQRJmDpbJ,United States,Tennessee,Knoxville,,explicit,35.9603948,-83.9210261
Time to transition from GSA to @PublicHealth’s @APHAAnnualMtg mode!… I’m OMW!! to Boston right now! Can’t wait to be a part of sharing out this body of great work with my colleagues and students. I’m so proud to be a part of this great team!,United States,Massachusetts,Boston,,explicit,42.3554334,-71.060511
Some pictures I took today walking around University City in Mexico City for 7 hours. 🇲🇽 https://t.co/K4rsrHf0bG,Mexico,,Mexico City,,explicit,19.4326296,-99.1331785
#Formula1 take immediate action and stop the race in Baku @F1 #DriveItOut #SaveArmenia,Azerbaijan,,Baku,,explicit,40.3755885,49.8328009
VIDEO clips of the Glory to God Tour in Shreveport Louisiana! Thank you all for come to meet me and @CzebotarJessie https://t.co/GcZLLOp8Kw,USA,Louisiana,Shreveport,,explicit,32.5135356,-93.7477839
I saw Sydney Sweeney family with the MAGA-like hats https://t.co/x3tmWV5h8w,Australia,,Sydney,,explicit,-33.8698439,151.2082848
Day 1 Vancouver smoking on that legal weed pack https://t.co/RMPViWYxWs,Canada,,Vancouver,,explicit,49.2608724,-123.113952
I'm going to get flack for this but Detroit is really cool and I'm upset Im only just now getting the chance to see it. https://t.co/lw4i8GC2sJ,USA,Michigan,Detroit,,explicit,42.3315509,-83.0466403
My brother in Christ I’ve never been so tempted to leave this very minute and spend $500 paying for California gas prices to drive just to buy a T-shirt. Please have these online,USA,California,,,explicit,36.7014631,-118.755997
"Bobby McMann, Joseph Blandisi, Curtis Douglas and March Michaelis’ (in his first game since Nov. 21 due to injury) score for Marlies in 4-1 win over Grand Rapids. 29 saves for Michael Hutchinson.",USA,Michigan,Grand Rapids,,explicit,42.9632425,-85.6678639
HKW | DCB women open national tournament play with a 6-1 win over Adrian. The Ladyjacks face Pittsburgh on Wednesday.,USA,Pennsylvania,Pittsburgh,,explicit,40.4416941,-79.9900861
"Temple Beauty @TempleBeautyCa  screens at Calgary Black Film Festival from May 26-29, 2022 - thank you @CABlackFilmFest 🙏 https://t.co/wtjH7gPor7",Canada,Alberta,Calgary,,explicit,51.0456064,-114.057541
.#NickDittmeier &amp; the Sawdusters’ Heavy Denim gets a 7/10 in the new issue of @uncutmagazine: “Dittmeier doesn’t waste a single line ... He crams each song with barbed wordplay &amp; witty observations about life in rural Indiana.” Heavy Denim is available now from @sonablast Records https://t.co/NMhrDu83DK,USA,Indiana,,,explicit,40.3270127,-86.1746933
"Bravo to Dr. Luke Hathaway of @smuhalifax! #TheAffirmations made @TheTimesBooks list of top five #poetry books of the year, also getting poetry critic @MrRavoon's vote for ""best published outside the UK""! @timesculture @SMU_English @biblioasis #canlit #artswithimpact",Canada,Nova Scotia,Halifax,,explicit,44.648618,-63.5859487
He was placed in No.10 by Vladimir PUTIN facilitating the oligarchs laundering their Money in London. The JOHNSON Tory lackeys promoted his appointment to PM. He is a PUTIN asset. He needs to be removed as the U.K. is compromised from acting against the PUTIN invasion of Ukraine. https://t.co/slgJVt0PpX,United Kingdom,,London,,explicit,51.4893335,-0.1440550845276872
A walk about Dublin https://t.co/elNQjgmDFK,Ireland,,Dublin,,explicit,53.3493795,-6.2605593
"Grand Rapids was just the first SB Union victory, but won't be the last. Our home turf stores are going to bring it home strong!",USA,Michigan,Grand Rapids,,implicit,42.9632425,-85.6678639
"Driving through Wheeling, WV we decided to put a few bucks on a dog race or two. https://t.co/isS9wW3efF",USA,West Virginia,Wheeling,,explicit,40.0639616,-80.7209149
Lincoln City Glass Center Co-owner Kelly Howard and her wonderful team in @LincolnCityOR showed us the artistry and skill it takes to make truly unique contemporary glass sculptures as we find #smallbiz gems along the Oregon Coast. #BuildAmericaBuyAmerican @OregonSBDC https://t.co/IescTDqkDF,USA,Oregon,Lincoln City,,explicit,44.9617922,-124.0159522
"Memphis, we’ve gotta chill",USA,Tennessee,Memphis,,explicit,35.1460249,-90.0517638
Morning Tokyo https://t.co/SSPl3v8Z4W,Japan,,Tokyo,,explicit,35.6821936,139.762221
"Chicago deep dish pizza is overrated, hands down.",USA,Illinois,Chicago,,implicit,41.8755616,-87.6244212
"Had a wonderful time presenting at the poster session organized by @TheIASR this week at their annual meeting in Reykjavík, Iceland! #IASR2022 https://t.co/gRnCnkIHuN",Iceland,,Reykjavík,,explicit,64.145981,-21.9422367
"Thank you to the over 300 students, family members, and community members that joined us at the Early Learning Center for games, crafts, dancing, and more at last night’s Winter Festival! (Photos: Mt. Prospect Fire Department CERT) https://t.co/VL6PF1Q6fY",USA,Illinois,Mt. Prospect,,explicit,42.0664167,-87.9372908
It’s Nat'l School Social Worker Week. No better way to celebrate than by joining union. S. Division SSW Manisone Jadolon joined her union today. We took celebratory 📸 w/ fellow SSWs &amp; longtime union members Courtney Chavez &amp; Erica Bova-Brown to celebrate moment &amp; all SSWs do. https://t.co/Y89tzz5kt1,USA,,S. Division,,explicit,47.5991225,-111.9872953
My daughter and I have been manifesting all day. We spoke about going to Jupiter beach and an hour later we got the call to go. When then were talking about seeing Manatees and poof! 3 Manatees pulled up on us,USA,,Jupiter,,explicit,26.9342246,-80.0942087
"Hey, @kylie_ladd! Your humbling blurb for #BoyInTheBlueHammock is getting some lovely run over here in Canada. Hope some folks over here check out your stellar work as a result.😊",Canada,,,,explicit,61.0666922,-107.991707
Planning to visit Finland? Check out the things to do this autumn!,Finland,,,,explicit,63.2467777,25.9209164
Summer in Brooklyn ❤️,USA,New York,Brooklyn,,explicit,40.6526006,-73.9497211
My sister was like “do you like the Chicago Cubs?” And I was like “uhhh no” then she was like “are you sure? Because mom got you this hat for Christmas…” https://t.co/gOjH1uwqdh,USA,Illinois,Chicago,,explicit,41.8755616,-87.6244212
People’s Park celebrates anniversary amid impending UC Berkeley development plans https://t.co/EQJYMrrEdu,USA,California,Berkeley,,explicit,37.8708393,-122.272863
Nya Collier finishes 6th in the region. Unofficially Nya will qualify for an at large spot at the state meet at Ohio State https://t.co/oYwTXWwPph,USA,Ohio,Columbus,,explicit,39.9622601,-83.0007065
Burn some sage tonight for today’s new moon!,USA,,Sage,,implicit,33.5816934,-116.9322462
"The most comprehensive of the articles so far on this amazing discovery at San Casciano dei Bagni. The photos from the lab, 🤩 wow. https://t.co/OmzID6AQ1W",Italy,,San Casciano dei Bagni,,explicit,42.8715509,11.8752274
I fucking love New York,USA,New York,New York,,explicit,40.7127281,-74.0060152
"It seems the colonial attitude of viewing #Australia as a large piece of under-utilised real estate, .. just waiting to be sub-divided, harvested, sold off and populated still prevails in the 21st century. https://t.co/B4gPHdHiQW https://t.co/3RQJPjsbKw",Australia,,,,explicit,-24.7761086,134.755
"Just witnessed a @DRPS Police SUV aggressively race out of a Wendy’s drive-thru in Pickering, roar down Kingston Road at 90km/hr, change lanes without signalling, only to fly into at Tim Hortons drive-thru.  Great example being set by a member of our police force.",Canada,,Pickering,Kingston Road,explicit,43.8520922,-79.0655359
"With Oregon blowing a lead in Corvallis, many people are wondering about the true quality of Georgia's regular season schedule.",USA,Oregon,Corvallis,,explicit,44.5645659,-123.2620435
"Stop calling out people for how many times they talk in your chat. Someone did that to me today and I honestly unfollowed so fucking fast. Who are you to judge how much someone talks in your chat when they probably got raided in, sleeping or just prefer lurking.",USA,,Chat,,implicit,46.5794698,-90.8743675
"Every day my daughter regales me with the best stories about recess and when I asked her once why recess is always so dramatic, she said, “Daddy, one recess can change the world.” I think about this a lot.",USA,,Recess,,implicit,44.51250515,-92.88377160036876
"🔥 U.S. Governor signs bill allowing Louisiana banks to custody Bitcoin and crypto for customers

https://t.co/XgFHApvLBN $btc #btc #bitcoin #crypto #blockchain",United States,Louisiana,,,explicit,30.8703881,-92.007126
"Working on a new YouTube series going in-depth on some of my favorite CFB games ever. Here's a preview of episode 1 on Boise State-Virginia Tech 2010

Full video coming to the channel soon:

https://t.co/sMoTTJS3dv https://t.co/V5zSnA94aG",United States,Idaho,Boise,,explicit,43.6166163,-116.200886
"JUST IN: The North Charleston Police Department says one woman is dead after a fatal shooting on Saturday. #chsnews
https://t.co/i6tHvx0JKU",United States,South Carolina,North Charleston,,explicit,32.8546197,-79.9748103
"TX: USBP agent arrested in north Laredo road rage incident 
Story by @ZachDavisLMT
https://t.co/c05DMS5Gq0",United States,Texas,Laredo,,explicit,27.5056251,-99.5074517
Tomorrow is GAME DAY!! Come out and let’s hear you in the stands Athens🦅💛🖤🏐 https://t.co/IGv9rcWr4c,United States,Georgia,Athens,,explicit,33.9597677,-83.376398
"If there was ever a day to be eating a Dutchman's Delight at @TedDrewes it was today.

Pujols is back and the Cards season started. The #StlBlues clinched a playoff berth by beating Minnesota again.

The sidewalk on Chippewa had to be popping.",United States,Missouri,St. Louis,Chippewa,explicit,38.5898167,-90.26762951229144
Scenes from Denver. https://t.co/Y8cUXJjzTc,USA,Colorado,Denver,,explicit,39.7392364,-104.984862
Congratulations to @reneecable for winnipeg the NDP nomination for Southdale! https://t.co/tW8MdCY92u,Canada,,Winnipeg,,explicit,49.8955367,-97.1384584
Week No. 2 update: I still love New York and the people here but I really miss Denver 🥲,USA,New York,New York,,explicit,40.7127281,-74.0060152
Sue Danielson…. principal at Rosa Parks Elementary in Woodbridge VA.. #VAESPChat,USA,Virginia,Woodbridge,,explicit,38.6361522,-77.26783643627006
FSWN Dixie County Emergency Services Station 3 at sunset and it's 78.5 F. #flsert https://t.co/Evnw5O34Ai,USA,Florida,Dixie,,explicit,29.6214008,-83.17351
John Lennon during his trip to Bermuda in 1980 https://t.co/IFv3JnrIQk,Bermuda,,,,explicit,32.2937417,-64.7815286
Made it to Texas! https://t.co/J8SHECxHsr,USA,Texas,,,explicit,31.2638905,-98.5456116
"Good MEWning ☀ Today, July 20, the day of friendship is celebrated in Argentina. To all the warm hearts that beat in the universe with #MewSuppasit, we wish you a happy day. And especially to our lovely friend @MSuppasit 💓 #ForeverLove #ForeverLove_MewSuppasit https://t.co/yiqYwqu6eN",Argentina,,,,explicit,-34.9964963,-64.9672817
The other Great Chicago Fire but without the fire and a lot more lives lost,USA,Illinois,Chicago,,implicit,41.8755616,-87.6244212
We are very excited to #welcome Ashley Combs to the MBH #team & she has already proven to be an invaluable asset to our growing endeavors in #Denver & the firm as a whole. Follow the link below to learn more about Ashley and her role. https://t.co/w1nvyvJ4pN https://t.co/aRvDEQHrMu,USA,Colorado,Denver,,explicit,39.7392364,-104.984862
OctoBEST GIRL MAINE #MaineMendoza | @mainedcm,USA,Maine,,,explicit,45.709097,-68.8590201
DJ Kay Slay's Memorial to Be Held At New York City's Legendary Venue the Apollo -- https://t.co/Kzhvr32g2D via @hiphopdx,USA,New York,New York,,explicit,40.7127281,-74.0060152
#HEESEUNG #ENHYPENinGermany #SUNGHOON https://t.co/2okfZxVUe6,Germany,,,,explicit,51.1638175,10.4478313
📺 WATCH | Oceania kick-off times for New Zealand v Tahiti at the #OceaniaQualifiers in Qatar. LINK 🔗 https://t.co/5eUyFtN9Fd https://t.co/mIfkLytB8T,Qatar,,,,explicit,25.3336984,51.2295295
"USGS reports a M1.3 earthquake, 20 km ESE of Kokhanok, Alaska on 8/7/22 @ 23:57:08 UTC https://t.co/tu4ockdOAI #earthquake",United States,Alaska,Kokhanok,,explicit,59.4394444,-154.7761111
"GM!, i just finished my Nyepi on Yogyakarta, started from 3/3/2022 06:00 AM GMT+7 to 3/4/2022 06:00 AM GMT+7 amati lelanguan (no pleasure) amati lelungan (no traffic) amati geni (no fire/lights on) amati karya (no work) and now i feel so hungry bc haven't eat & drink for 24hrs",Indonesia,,Yogyakarta,,explicit,-7.977838399999999,110.36722565020224
"South Bend scratched across a run in T1 for a 1-0 lead on @crkernels here in B2. Orlando Rodriguez on the bump for C.R. These teams will play 6 games here, take Monday off, then play the Midwest League Western Division finals against each other. Game 1 at South Bend, 2-3 at C.R.",United States,Indiana,South Bend,,explicit,41.6833813,-86.2500066
Kicking off coming up on Peacock. Its the New Jersey Generals and the Philadelphia Stars in final game of week 3 in the USFL. Starting now.,United States,New Jersey,Newark,,implicit,40.735657,-74.1723667
